Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Zhang, SX; Cheng, MX; Zhang, P; Wang, YR; Zhang, D; Yang, Y; Wang, JL; Nuli, Y",,,,"Zhang, Shuxin; Cheng, Mingxiang; Zhang, Peng; Wang, Yaru; Zhang, Duo; Yang, Yang; Wang, Jiulin; Nuli, Yanna",,,Insights into the stability of magnesium borate salts for rechargeable magnesium batteries from AIMD simulations,CHEMICAL COMMUNICATIONS,,,,,,,,,,,,"We present AIMD simulations for the stability of boron-center salts, Mg[B(Ohfip)(4)](2) and Mg[B(Otfe)(4)](2), compared to Mg(TFSI)(2), and provide a visible reaction process at the atomic level. -CF3 groups have a positive effect on the electrochemical performance, and C atoms do not easily fall off from the anion groups to form a SEI in Mg[B(Ohfip)(4)](2), which will help to find high-performance magnesium electrolytes.",,,,,"Wang, Jiulin/G-2694-2010","Zhang, Shuxin/0000-0001-5280-1529",,,,,,,,,,,,,1359-7345,1364-548X,,,,OCT 25,2022,58,85,,,,,11969,11972,,10.1039/d2cc04357b,http://dx.doi.org/10.1039/d2cc04357b,,SEP 2022,,,,,,36205536,,,,,WOS:000864822100001,View Full Record in Web of Science
J,"Jiang, HZ; Chen, Z; Yang, YY; Fan, C; Zhao, JW; Cui, GL",,,,"Jiang, Hongzhu; Chen, Zheng; Yang, Yuanyuan; Fan, Cheng; Zhao, Jingwen; Cui, Guanglei",,,Rational Design of Functional Electrolytes Towards Commercial Dual-Ion Batteries,CHEMSUSCHEM,,,,,,,,,,,,"Dual-ion batteries (DIBs) based on anion (de)intercalation into low-cost graphitic carbon cathodes hold great promise in grid-scale energy storage. Different from the electrolyte in rocking-chair batteries, which only serves as a charge transporter, both cations and anions in the electrolyte for DIBs participate in battery reactions. Hence, the impact of the electrolyte formulation on cycle life, energy density, as well as cost has become a subject of vital importance. This review discussed the challenges and recent progress of electrolytes for DIBs, with a particular focus on the exploration of electrolytes with high oxidation stability, high salt concentration, high ionic conductivity, and low cost. Moreover, the influence of varied ion concentrations at different state-of-charge levels on the electrolyte properties such as ionic conductivity and electrochemical stability is analyzed. Finally, perspectives on the current limitations and future research directions of electrolytes for DIBs are provided.",,,,,"Cui, Guanglei/D-4816-2011",,,,,,,,,,,,,,1864-5631,1864-564X,,,,2022 SEP 29,2022,,,,,,,,,,10.1002/cssc.202201561,http://dx.doi.org/10.1002/cssc.202201561,,SEP 2022,,,,,,36098496,,,,,WOS:000861450700001,View Full Record in Web of Science
J,"Johnston, JM; Canever, N; Nann, T",,,,"Johnston, Jacob M.; Canever, Nicolo; Nann, Thomas",,,Nonmetal Chloride Cathodes for Al-Ion Batteries,JOURNAL OF PHYSICAL CHEMISTRY C,,,,,,,,,,,,"Aluminum-ion batteries inherently operate at a lower voltage than their lithium counterparts due to the more positive reduction potential of Al2Cl7-/Al (-0.7 V vs SHE) compared to Li+/Li (-3.04 V vs SHE). In order to compete, these batteries must utilize inexpensive, high capacity materials to make up for this lower voltage. Herein, we showcase the possibility of using nonmetal inorganic chloride cathodes, with the tantalizing possibility of utilizing boron, which has 7438 mAh/g of theoretical capacity; the highest of any conversion material. An experimental capacity of 4500 mAh/g was achieved using B-P@hBN, and capacity retention is enhanced using hBN to help adsorb the charged species. Although capacity retention still leaves something to be desired, this showcases the possibility of ultra-high-capacity cathode materials exceeding even sulfur in halogen based ionic liquid electrolytes with more development.",,,,,"Nann, Thomas/F-6239-2010; Nann, Thomas/ABC-2937-2021","Nann, Thomas/0000-0002-2723-6553; Johnston, Jacob/0000-0001-6658-6639;",,,,,,,,,,,,,1932-7447,1932-7455,,,,OCT 13,2022,126,40,,,,,16993,17001,,10.1021/acs.jpcc.2c05354,http://dx.doi.org/10.1021/acs.jpcc.2c05354,,SEP 2022,,,,,,,,,,,WOS:000868881300001,View Full Record in Web of Science
J,"Yin, JY; Xu, X; Jiang, S; Lei, Y; Gao, YF",,,,"Yin, Junying; Xu, Xin; Jiang, Sen; Lei, Yue; Gao, Yunfang",,,Bi-nanofillers integrated into PEO-based electrolyte for high-performance solid-state Li metal batteries,JOURNAL OF POWER SOURCES,,,,,,,,,,,,"Solid-state lithium metal batteries (SSLMBs) with high safety and high energy densities draw widespread attention in recent years. Nevertheless, the intrinsic defects of the solid-state electrolyte (SSE) such as the poor compatibility with electrodes and low ionic conductivity hamper the application of SSMLBs. Herein, we intro-duce rigid two-dimensional hexagonal boron nitride (BN) nanosheets and flexible One-dimensional aramid nanofibers (ANFs) as bi-nanofillers into the polyethylene oxide (PEO)-based SSEs to fabricate a composite solid-state electrolyte (CSE) ANF-PEO-BN with network structure boosting the comprehensive performance of SSMLBs. ANF and BN with special properties and structures are prone to be dispersed homogeneously in the PEO matrix to build the ANF-PEO-BN electrolyte, whose rigid and flexible network structure ensures the formation of Li den-drites inhibited. Furthermore, the dissociation of lithium bis(trifluoromethanesulphonyl)imide (LiTFSI) is pro-moted and more ion transport channels are provided due to the strong affinity between Lewis acid centers of ANF/BN and Li+/TFSI-. As a result, the LiFePO4/Li batteries deliver high-capacity retention of 86% after 500 cycles and Li/Li cells stably cycle beyond 3300 h with small overpotential of 10 mV at 0.1 mA cm-2/0.2 mAh cm- 2.",,,,,"; Jiang, Senwei/HSE-5278-2023","Yin, Junying/0000-0001-9357-3999; Xu, Xin/0000-0003-2832-5483;",,,,,,,,,,,,,0378-7753,1873-2755,,,,DEC 1,2022,550,,,,,,,,232139,10.1016/j.jpowsour.2022.232139,http://dx.doi.org/10.1016/j.jpowsour.2022.232139,,SEP 2022,,,,,,,,,,,WOS:000869404500002,View Full Record in Web of Science
J,"Kirubakaran, KP; Chenrayan, S; Kumaresan, L; Kasiviswanathan, K; Vediappan, K",,,,"Kirubakaran, Kiran Preethi; Chenrayan, Senthil; Kumaresan, Lakshmanan; Kasiviswanathan, Kavibharathy; Vediappan, Kumaran",,,"Sensitive mode investigations of lithium-ion cells with tavorite-type LiVXO4F (X = B, Si) as cathodes with stable cycling in low temperature operations",APPLIED PHYSICS LETTERS,,,,,,,,,,,,"Li-ion battery cathodes appear to be a significant factor affecting the total amount of energy delivered and the cost of the battery systems. LiVXO4F (X = B, Si), a polyanionic-based tavorite structure, is investigated as a cathode for Li-ion batteries and its capability to endure in sensitive mode operations, i.e., at temperatures of approximately 55 and -10 ?. Due to the near-freezing point at the atomic level and the absence of kinetic energy, a battery system operating at a lower temperature is theoretically expected to perform inferior. On the contrary, Vanadium boron oxyfluoride (VBF) has better electrochemical properties because of its tightly packed covalent bond, which produced structural stability at low temperature activities. This intriguing feature appears to hold promise for its use in advanced rechargeable battery systems in low-temperature areas and cold storage devices. This might pave the path for future energy storage and conversion devices to use neoteric tavorite structured electrodes. Published under an exclusive license by AIP Publishing.",,,,,"; Senthil, Chenrayan/G-6743-2014; Kumaresan, Lakshmanan/KIL-8402-2024; Vediappan, Kumaran/ABE-6477-2021; Chenrayan, Senthil/G-6743-2014; Kirubakaran, Kiran Preethi/MTC-9679-2025","Vediappan, Kumaran/0000-0002-8453-9198; Senthil, Chenrayan/0000-0003-0076-1419; Kirubakaran, Kiran Preethi/0000-0003-2802-2300;",,,,,,,,,,,,,0003-6951,1077-3118,,,,SEP 26,2022,121,13,,,,,,,133903,10.1063/5.0101447,http://dx.doi.org/10.1063/5.0101447,,,,,,,,,,,,,WOS:000864460600013,View Full Record in Web of Science
J,"Li, HX; Zhu, JH; Huang, XB; Zhou, T; Ren, YR",,,,"Li, Hao-Xiang; Zhu, Jia-Hui; Huang, Xiao-Bing; Zhou, Tao; Ren, Yu-Rong",,,Enhancing lithium-ion and electric conductive Li2FeSiO4 cathode through in situ boron-doping and carbon-coating strategy,RARE METALS,,,,,,,,,,,,"The extremely low electrical conductivity and ion-diffusion coefficient of Li2FeSiO4 limits its application as a cathode material in lithium-ion batteries. Therefore, in situ boron-doped Li2FeSi1-xBxO4-delta/C (x = 0, 0.01, 0.03, 0.05 and 0.07) at the Si site was prepared via the solid-state reaction method using pitch as the carbon source. B doping in the lattice structure and a carbon coating on the surface of the composites could effectively enhance the Li+/electron conductivity. Moreover, the reduced particle size of the active material with the relatively high specific area via boron-doped modification could improve the wettability between the electrolyte and cathode. With the synergistic effect of appropriate boron doping and carbon coating, it exhibits a good rate performance, specific capacity, and cycling performance. As a result, the as-prepared Li2FeSi0.95B0.05O4-delta/C cathode showed a high discharge capacity of 160.7 mAh.g(-1) at 0.2C, and the capacity retention rate was 96% after 100 cycles at 1.0C. This work presents an effective path for designing advanced cathode materials for lithium-ion batteries.",,,,,"Ren, yu/KYY-9101-2024",,,,,,,,,,,,,,1001-0521,1867-7185,,,,DEC,2022,41,12,,,,,4055,4064,,10.1007/s12598-022-02077-z,http://dx.doi.org/10.1007/s12598-022-02077-z,,SEP 2022,,,,,,,,,,,WOS:000859732000002,View Full Record in Web of Science
J,"Kumar, A; Parida, P",,,,"Kumar, Ajay; Parida, Prakash",,,Theoretical study of δ-5 boron monolayer as an anode material for Li- and non-Li-ion batteries,JOURNAL OF MATERIALS RESEARCH,,,,,,,,,,,,"We have studied the electrochemical performance of the 6-5 boron monolayer as an anode material for alkali metal (AM) and alkaline earth metal (AEM) ion batteries using density-functional theory simulations. The electronic properties, adsorption, diffusion rate, and storage behavior of various metal atoms (M) in the delta-5 boron monolayer are explored. Our study shows that the delta-5 boron monolayer possesses high electrical conductivity and a low activation barrier for electron and metal-ion transit (0.493-1.117 eV), indicating a fast charge/discharge rate. Furthermore, the theoretical capacities of the delta-5 boron monolayer for Li, Na, and K are found to be greater than those of commercial graphite. The average open-circuit voltage for AM and AEM is reasonably low and in the range of 0.34-1.30 V. Our results show that delta-5 boron monolayer could be a promising anode material in lithium-ion and non-lithium-ion rechargeable batteries.",,,,,"; Parida, Prakash/G-4793-2010","Kumar, Ajay/0000-0002-1372-1435;",,,,,,,,,,,,,0884-2914,2044-5326,,,,OCT 28,2022,37,20,,,SI,,3384,3393,,10.1557/s43578-022-00734-8,http://dx.doi.org/10.1557/s43578-022-00734-8,,SEP 2022,,,,,,,,,,,WOS:000859702400002,View Full Record in Web of Science
J,"Su, KLM; Chen, J; Zhang, X; Feng, JZ; Xu, YT; Pu, YX; Wang, CS; Ma, PJ; Wang, Y; Lang, JW",,,,"Su, Kailimai; Chen, Jing; Zhang, Xu; Feng, Jianze; Xu, Yongtai; Pu, Yunxun; Wang, Chengshuai; Ma, Pengjun; Wang, Yan; Lang, Junwei",,,Inhibition of zinc dendrites by dopamine modified hexagonal boron nitride electrolyte additive for zinc-ion batteries,JOURNAL OF POWER SOURCES,,,,,,,,,,,,"Aqueous zinc ion batteries (AZIBs) have attracted much attention due to their safety, reliability, low cost, simple operation and environmental friendliness. However, the stability and safety of AZIBs are seriously affected by uncontrolled hazardous zinc dendrite growth and adverse side reactions of the zinc anode. To address these problems, we present a strategy of adding polydopamine (PDA) modified h-BN (h-BN@PDA) additive into 1 M ZnSO4 electrolyte to inhibit Zn dendrites and construct safe batteries. The h-BN@PDA additive endows a dendrite-free electrodeposition behavior by regulating the concentration gradient of Zn2+, redistributing the uneven Zn2+ flux, and covering the formation sites of dendrites. This is mainly attributed to the combined action of redistribution of Zn2+ by h-BN and the immobilization of electrolyte anions by the catechol functional groups of PDA. Consequently, the Zn||Zn cell with h-BN@PDA additive can be cycled for more than 1700h at 0.5 mA cm-2 with a small plating/stripping overpotential of around 0.03 mV, and more than 1000h even at 1 mA cm-2. Additionally, the Zn||ZnSO4+h-BN@PDA||V2O5 battery can render excellent stability for 1500 cycles at 10 A g-1. These results open up an opportunity for h-BN@PDA and other solid electrolyte additives in the design of advanced and durable AZIBs.",,,,,"马, 鹏军/IQW-3831-2023; Chen, Jing/K-2404-2012; Xu, Yongtai/AAJ-3176-2021; Pu, Yunxun/IQW-0676-2023; Feng, Jianze/AAG-3332-2021; lang, jun/MYK-1507-2025","Feng, Jianze/0000-0003-4383-6003",,,,,,,,,,,,,0378-7753,1873-2755,,,,NOV 15,2022,548,,,,,,,,232074,10.1016/j.jpowsour.2022.232074,http://dx.doi.org/10.1016/j.jpowsour.2022.232074,,SEP 2022,,,,,,,,,,,WOS:000863224900001,View Full Record in Web of Science
J,"Ding, PP; Yan, TB; Li, KM; Wu, QQ; Zhu, XH; Chen, HF; Ju, AQ",,,,"Ding, Panpan; Yan, Tianbao; Li, Kunming; Wu, Qianqian; Zhu, Xiaohang; Chen, Huifang; Ju, Anqi",,,Freestanding TiO@heteroatom-doped hollow multi-channel carbon fibers for lithium-sulfur batteries,JOURNAL OF ALLOYS AND COMPOUNDS,,,,,,,,,,,,"Lithium-sulfur batteries are a promising candidate for the future energy storage devices due to its ultrahigh theoretical specific capacity. However, the sluggish redox reactions, large volume changes and shuttle effect of lithium-sulfur materials have limited its large scale applications. In this work, the hollow multichannel structure of freestanding carbon fibers were prepared by coaxial electrospinning and following high temperature treatment, which can provide abundant void to relieve the volume expansion of sulfur cathodes during charge-discharge and facilitates the permeation of electrolyte. Then the titanium oxide was successfully incorporated into carbon fibers to enhance the adsorption capacity for soluble polysulfides (Li2Sn, 4 <= n <= 8). Finally, the boron and phosphorus elements were doped into carbon fibers to improve the electronic conductivity of the cathodes. As result, the three-dimensional TiO@boron-doped hollow multichannel carbon fibers/sulfur cathode with a sulfur loading of 2.26 mg cm-2 deliver a high specific capacity of 1070 mAh g-1 and good cycling performance with capacity decay rate of 0.096% per cycle over 300 cycles at 0.1 A g-1. The strategy of hollow multi-channel structure design, heteroatom-doping and introduction of metal oxides with polar surfaces will provide a new idea for high performance lithium-sulfur batteries. (c) 2022 Elsevier B.V. All rights reserved.",,,,,"chen, huifang/JPX-4934-2023",,,,,,,,,,,,,,0925-8388,1873-4669,,,,DEC 20,2022,928,,,,,,,,167056,10.1016/j.jallcom.2022.167056,http://dx.doi.org/10.1016/j.jallcom.2022.167056,,SEP 2022,,,,,,,,,,,WOS:000861314700002,View Full Record in Web of Science
J,"Sahu, TS; Abhijitha, VG; Pal, I; Sau, S; Gautam, M; Nanda, BRK; Mitra, S",,,,"Sahu, Tuhin Subhra; Abhijitha, V. G.; Pal, Ipsita; Sau, Supriya; Gautam, Manoj; Nanda, Birabar R. K.; Mitra, Sagar",,,Regulating Polysulfide Conversion Kinetics Using Tungsten Diboride as Additive For High-Performance Li-S Battery,SMALL,,,,,,,,,,,,"The practical application of Li-S batteries is severely limited due to low sulfur utilization, sluggish sulfur redox kinetics, intermediate polysulfide dissolution/shuttling, and subsequent anode degradation. A smart cathode with efficient electrocatalyst and a protected anode is necessary. Herein, hollow carbon (HC) spheres are used as a sulfur host to improve the electrical conductivity and buffer the volume expansion of active materials. Considering the weak interaction between carbon and lithium polysulfides (LiPS), tungsten diboride (WB2) nanoparticles are used as a conductive additive. Both experimental and density functional theory (DFT) comprehensively exhibit that metallic WB2 nanoparticles can firmly anchor the LiPS through B-S bond formation, accelerate their electrocatalytic conversion, and immobilize them. DFT also reveals that boron interacts with LiPS either through molecular or dissociative adsorption depending on its boron layer arrangement in WB2. Further, a freestanding lithiated-poly(4-styrene sulfonate) membrane constructed on lithium, offers a homogeneous Li-ion flux, stable interface, and protection from LiPS. Finally, cells with the HC-S+WB2 cathode and protected anode exhibit improved active material utilization, superior rate performance, and impressive cycling stability, even at high sulfur loading and less quantity of the electrolyte. Further, the pouch cells demonstrate high reversible capacity and an excellent capacity retention.",,,,,"; Sau, Supriya/ABH-1648-2021; Pal, Ipsita/AAX-4410-2020","Gautam, Manoj/0000-0002-8039-1835; Nanda, Birabar Ranjit K/0000-0001-8330-4824; Sau, Supriya/0000-0003-1327-7212;",,,,,,,,,,,,,1613-6810,1613-6829,,,,OCT,2022,18,41,,,,,,,2203222,10.1002/smll.202203222,http://dx.doi.org/10.1002/smll.202203222,,SEP 2022,,,,,,36094791,,,,,WOS:000852765700001,View Full Record in Web of Science
